item,frequency
▁बीच,6845
▁सह,4083
▁कोर्ट,3441
ज्,1857
▁नोट,2379
ेंगे,6190
▁ची,3439
▁भा,4944
षा,2888
▁लिखा,2110
रु,1635
▁गा,3797
ँ,9592
▁धर्म,2888
▁राजनी,35
ियर,3422
▁चुन,1831
हाँ,2522
त्मक,1750
▁वो,7066
▁विष,1832
▁...,1925
हत,3607
वाद,4567
•,363
न्द,4094
िन,9251
▁शामिल,5151
▁बल्कि,2423
▁साफ,1656
▁मंत्री,5369
v,4688
y,7788
x,2295
▁t,2676
▁बेह,1904
▁जगह,3445
ूम,3850
▁निकल,1833
▁हि,8133
ंदी,3397
▁पै,5932
ंह,1996
▁वापस,1675
गल,2242
▁सोमवार,1974
▁मां,2463
चान,938
▁आर्थिक,1792
▁दौ,2167
▁हासिल,2004
▁आद,2894
ंगे,3845
▁एक्स,1795
▁अं,6218
▁पिछ,1037
▁कई,10166
▁सद,941
▁विक,3090
▁–,2972
▁मुंबई,2543
ियन,3496
▁तहत,3394
ंध,5351
▁इससे,5404
▁विश्व,4209
गर,7455
▁स्प,3467
▁मीडिया,3868
्स,10585
▁छोड़,2688
000,2522
▁बैं,1268
▁सि,11411
▁लौ,1721
▁तस्,1839
वीर,2781
▁इं,3391
▁शेयर,2336
▁बेट,2067
ंच,8407
ऊ,3805
च्या,2091
ुरु,2413
▁आहे,2711
ंट,6364
▁निकाल,1813
▁भे,2100
▁सूचना,2358
▁ति,2441
▁उसकी,3754
कल,2132
प्त,2628
▁लगाने,1704
▁इतना,1733
▁ध्यान,2547
▁नेताओं,1760
्यालय,1989
▁श्र,1834
द्ध,8119
लि,3209
▁फोट,1835
वुड,1660
ामी,3038
▁रखा,2393
र्म,7714
रो,4748
▁इला,3918
▁जल,2382
▁अर,3521
तियों,1858
▁डाल,2773
ोस,2026
▁कित,1908
▁महिला,5303
▁.,11767
▁क्ल,1806
▁वर्ग,1729
▁:,5747
ियान,301
▁चार,4064
इस,1955
▁फे,2311
▁सित,1920
ंबर,3108
गढ़,3243
ृह,1712
कट,1676
▁मांग,5533
▁घर,7284
▁शु,2916
▁आयोजन,1635
▁महिलाओं,2228
▁दिए,3841
▁जाने,8454
▁तेल,1705
ख्या,798
▁भगवान,1747
▁अध,4039
▁जे,2845
▁चलते,2297
▁कारण,6933
▁काफी,5233
«,57
ेंट,4242
!,4573
िली,1995
F,2494
L,3171
K,2105
▁P,4342
▁M,3148
ing,2396
▁H,3732
G,2750
»,723
मे,3559
▁सेना,2202
▁कदम,1726
▁माना,1947
▁।,6919
▁मृत,1676
—,1850
सम,2382
▁शाम,1697
र्फ,1134
ंका,2692
▁अभ,2955
▁ओर,5020
वाह,2416
"▁""",3491
क्षा,4263
▁मदद,2980
▁अमेरिका,2136
▁घटना,4060
जार,1435
सल,3924
गू,1964
▁पाकि,890
▁जम,2871
▁कंपन,2227
्यान,835
खा,4428
्‍,4425
▁जिले,2597
▁कु,5408
ad,2532
ड़क,790
▁पानी,3750
ोन,3393
बाजी,1839
▁सहित,2163
▁आरोप,5151
▁पह,4514
▁2018,2718
गम,2022
▁राय,1745
ंत्र,3444
▁रो,6805
▁एन,3194
▁बिहार,1994
▁मुख्यमंत्री,4738
टे,6971
▁श्री,6231
श्मीर,2340
▁न्याया,2104
लय,1673
▁मंगलवार,1910
ासन,1507
▁राष्ट्रीय,2999
फ्,1683
▁वाह,2153
▁दिनों,3497
त्,12629
▁माम,1528
▁उठ,2481
▁फोन,2193
▁बो,4158
▁शिकायत,2247
ज्ञ,2791
कारी,1753
ॢ,38
न्हें,1745
▁चीन,2134
▁स्वास्थ्य,2022
राव,2086
▁पड़ा,1990
▁वाला,3349
▁मही,746
▁तीस,1849
शि,1662
▁सिंह,11704
सि,2442
▁गण,1700
▁मौके,2593
▁पहुंचे,1992
ेंस,2904
▁लगाया,2342
▁उन्ह,669
▁अदाल,1739
▁जीत,3744
वें,1833
▁स्थान,3309
आर,3837
▁शिक्षा,2794
▁पत्नी,1994
▁रविवार,1788
▁शो,1988
शी,7103
▁अभियान,1713
▁30,2309
ऋ,1587
तिक,2748
▁ख़,2770
▁बंद,4270
▁शुर,511
▁कार्यक्रम,3609
▁रात,2977
●,77
▁माल,2737
▁लाल,2966
स्थित,1840
▁धो,1872
▁द्,1497
ीय,2721
ीन,6433
▁पता,3427
▁शिव,4053
▁ठा,1643
श्म,876
R,1860
S,3784
M,3004
▁भारी,1793
▁आस,2659
वास,5128
▁R,2807
▁उपलब्,289
▁सरकारी,2476
र्क,3572
▁नियम,2012
▁कान,1482
▁बिना,2445
▁जरूरत,2007
▁होगी,4830
▁फै,2728
▁सम्मान,2020
▁पूछ,2862
▁वाली,6852
▁राष्ट्र,1835
योग,2287
▁सके,2585
▁उसी,1693
र्य,3709
▁अहम,1965
क्टर,4471
▁कृ,3179
टल,1844
▁खिला,2671
▁सच,1559
▁बच्च,1362
सार,2165
ूँ,2267
▁उन,6600
▁बु,5947
रि,1378
वाई,3371
▁चुकी,2322
T,2669
▁कार्रवाई,2282
▁दर्,3892
दीप,1647
वल,2267
▁पिता,2096
▁पि,1681
दर्,2409
वत,1747
वादी,2276
▁राह,772
▁चा,2043
▁सम्म,1106
्रेस,2313
र्च,2881
▁पंजा,236
हीं,1901
वरी,2104
त्या,2421
ठी,3061
▁अर्थ,1690
▁रुप,814
▁संख्या,2492
▁बड़ी,4032
>,1499
▁बच,1906
ंटे,2049
▁राहुल,2492
तन,3559
▁प्रे,2975
▁ताकि,1793
च्छ,2525
▁वै,3673
▁हाई,1826
▁सोच,1906
▁नर,1031
▁अप,6560
▁फिल,1416
फी,2344
om,2971
▁दौर,1184
▁13,2104
पक,1729
▁गौर,1772
लब,2311
▁नए,2720
भार,1968
▁करके,3013
▁जाते,3396
▁ते,2966
▁सहाय,1770
▁जय,2284
▁भाई,1985
ार्ड,1946
नल,2087
ियम,2579
▁मंत्रालय,1700
▁समिति,1831
▁शहर,3773
▁निर्माण,2758
▁बज,2387
जपा,274
▁हरियाणा,2139
▁उम्मीद,1913
हाल,1902
▁आदेश,2300
▁वरिष्ठ,1799
▁शर्मा,3317
क्शन,2016
ियो,2672
▁चाल,1786
▁फर,2241
्यों,3414
▁बै,3550
..,2031
▁बुधवार,1793
▁युवा,2413
▁मिलने,2085
ोजना,1361
▁जेल,1665
वासी,2491
कु,2363
मार,3175
▁स्थित,2950
ौर,3948
N,1519
C,2354
▁एज,1823
▁दिस,1919
डर,2299
ूर्,2783
▁उत्,4211
▁कार्यकर्,1872
▁समर्थन,1684
ï,428
▁मी,2607
▁11,3109
▁कर्म,4203
▁संबंध,4496
तु,2328
वर्,2188
▁शि,1877
३,389
२,1036
▁दा,4810
क्रम,1083
$,257
▁इसमें,4059
प्ता,3721
▁ट्रे,2402
▁वीडियो,2941
ीक,386
▁रण,1743
▁ब्ल,2139
▁उपयोग,2151
▁पं,1333
▁प्रकाश,2072
▁देते,3174
▁शनिवार,1801
▁विध,1984
▁सर,3699
▁न्यू,2343
चाल,1768
▁विशेष,3490
▁मि,3530
▁केंद्रीय,1741
▁स्म,2068
षण,2833
क्र,2556
निया,1685
▁मोह,1711
▁बह,4453
▁कोशिश,2651
▁रु,2719
▁पार,2407
व्य,2039
च्च,1377
▁देना,1730
खंड,1890
मत,1407
▁कप,4436
्वी,2097
▁सदस्य,2007
▁समर्थ,871
ील,1704
▁मै,5373
▁मार,3162
▁संय,2092
▁गुज,1737
रात,2230
▁क्ष,2186
मता,1842
त्व,2860
ालय,1191
▁लिख,2838
▁लो,1920
▁खरीद,1776
▁चौ,5884
▁बर,2814
▁करीब,3971
P,2788
▁डि,5187
कान,2722
जिक,1701
▁धन,2382
ल्ड,2709
खन,1735
▁रेल,2565
फ्त,1041
▁अख,2521
मंत्री,1348
▁देशों,1798
ित्र,2357
▁हिस्,1362
▁अच्छ,1358
▁अंत,1859
▁किसानों,2143
▁गये,2129
▁गयी,2543
di,3496
▁जल्द,1765
लर,2720
▁वालों,1865
ंदा,2669
ंगा,3134
▁महारा,1957
▁सै,2227
ष्ण,1884
हित,3270
▁कानून,2054
▁दूसरी,2445
▁आरोपी,1868
▁गिरफ्तार,2037
▁यादव,2889
▁लोकसभा,1950
▁भग,517
िये,3014
